Date,Time,Currency,News,Impact,Forecast,Previous,Direction
9/7/2020,18:50,JPY,GDP Growth Rate QoQ Final,high,-8.00%,-0.60%,1
9/8/2020,1:00,EUR,German Balance of Trade,high,22.0B,15.6B,1
9/10/2020,7:30,USD,PPI MoM,high,0.20%,0.60%,1
9/11/2020,All Day,EUR,Eurogroup Meeting,high,0,0,0
9/11/2020,1:00,GBP,Balance of Trade,high,1.2B,3.9B*,1
9/11/2020,1:00,GBP,Manufacturing Production MoM,high,4.50%,11.00%,1
9/11/2020,1:00,GBP,Manufacturing Production YoY,high,-10.80%,-14.60%,1
9/11/2020,7:30,USD,Inflation Rate YoY,high,1.10%,1.00%,-1
9/11/2020,7:30,USD,Core Inflation Rate YoY,high,1.50%,1.60%,-1
9/15/2020,1:00,GBP,Claimant Count Change,high,51.0k,69.9k*,-1
9/15/2020,18:50,JPY,Balance of Trade,high,-50.0B,10.9B*,1
9/16/2020,1:00,GBP,Inflation Rate YoY,high,0.10%,1.00%,-1
9/16/2020,7:30,USD,Retail Sales MoM,high,1.00%,0.9%*,1
9/16/2020,13:00,USD,Federal Funds Rate,high,0.25%,0.25%,-1
9/17/2020,6:00,GBP,Official Bank Rate,high,0.10%,0.10%,-1
9/17/2020,18:30,JPY,Inflation Rate YoY,high,0.10%,0.30%,-1
9/23/2020,1:00,EUR,German GfK Consumer Confidence,high,-3,-1.7*,1
9/24/2020,3:00,EUR,German Ifo Business Climate,high,93,92.5*,1
9/24/2020,6:30,GBP,Winter Economy Plan,high,0,0,0
9/24/2020,18:01,GBP,Gfk Consumer Confidence,high,-26,-27,1
9/25/2020,7:30,USD,Durable Goods Orders,high,2.00%,11.7%*,1
9/29/2020,9:00,USD,CB Consumer Confidence,high,88.5,86.3*,1
9/30/2020,1:00,GBP,GDP Growth Rate QoQ Final,high,-20.40%,-2.5%*,1
9/30/2020,1:00,GBP,GDP Growth Rate YoY Final,high,-21.70%,-2.1%*,1
9/30/2020,7:15,USD,ADP National Employment Report,high,610.0k,481.0k*,1
9/30/2020,7:30,USD,GDP Growth Rate QoQ Final,high,-33.00%,-5.00%,1
9/30/2020,18:50,JPY,Tankan Large Manufacturers Index,high,-26,-34,1
10/1/2020,7:30,USD,Personal Spending MoM,high,0.80%,1.5%*,1
10/1/2020,7:30,USD,Personal Income,high,-2.00%,0.5%*,1
10/2/2020,0:00,JPY,Consumer Confidence,high,32,29.3,1
10/2/2020,7:30,USD,Unemployment Rate,high,8.30%,8.40%,-1
10/2/2020,7:30,USD,Nonfarm Payrolls,high,915.0k,"1,489.0k*",1
10/2/2020,7:30,USD,Average Hourly Earnings MoM,high,0.20%,0.3%*,1
10/2/2020,9:00,USD,UoM Consumer Sentiment Index,high,78.9,74.1,1
10/5/2020,All Day,EUR,Eurogroup Video Conference,high,0,0,0
10/6/2020,7:30,USD,Balance of Trade,high,-66.5B,-63.4B*,1
10/8/2020,1:00,EUR,German Balance of Trade,high,17.4B,19.2B,1
10/9/2020,1:00,GBP,Manufacturing Production YoY,high,-6.20%,-10.1%*,1
10/9/2020,1:00,GBP,Manufacturing Production MoM,high,2.80%,6.9%*,1
10/9/2020,1:00,GBP,Balance of Trade,high,0.6B,1.7B*,1
10/13/2020,1:00,GBP,Claimant Count Change,high,72.0k,39.5k*,-1
10/13/2020,7:30,USD,Core Inflation Rate YoY,high,1.70%,1.70%,-1
10/13/2020,7:30,USD,Inflation Rate YoY,high,1.50%,1.30%,-1
10/14/2020,7:30,USD,PPI MoM,high,0.30%,0.30%,1
10/16/2020,7:30,USD,Retail Sales MoM,high,0.50%,0.60%,1
10/18/2020,18:50,JPY,Balance of Trade,high,900.0B,248.6B*,1
10/21/2020,1:00,GBP,Inflation Rate YoY,high,0.40%,0.20%,-1
10/22/2020,1:00,EUR,German GfK Consumer Confidence,high,-3,-1.7*,1
10/22/2020,18:01,GBP,Gfk Consumer Confidence,high,-26,-30.0*,1
10/22/2020,18:30,JPY,Inflation Rate YoY,high,0.10%,0.20%,-1
10/26/2020,4:00,EUR,German Ifo Business Climate,high,91.1,93.2*,1
10/27/2020,7:30,USD,Durable Goods Orders,high,0.40%,0.40%,1
10/27/2020,9:00,USD,CB Consumer Confidence,high,101.5,101.3*,1
10/29/2020,0:00,JPY,Consumer Confidence,high,34.8,32.7,1
10/29/2020,7:30,USD,GDP Growth Rate QoQ Adv,high,30.00%,-31.40%,1
10/30/2020,4:00,EUR,German GDP Growth Rate YoY Flash,high,-5.80%,-11.30%,1
10/30/2020,7:30,USD,Personal Income,high,0.40%,-2.5%*,1
10/30/2020,7:30,USD,Personal Spending MoM,high,0.80%,1.00%,1
10/30/2020,9:00,USD,UoM Consumer Sentiment Index,high,81.2,80.4,1
11/3/2020,All Day,USD,Presidential Election,high,0,0,0
11/3/2020,All Day,EUR,Eurogroup Video Conference,high,0,0,0
11/4/2020,7:15,USD,ADP National Employment Report,high,590.0k,753.0k*,1
11/4/2020,7:30,USD,Balance of Trade,high,-63.1B,-67.0B*,1
11/5/2020,1:00,GBP,Official Bank Rate,high,0.10%,0.10%,-1
11/5/2020,13:00,USD,Federal Funds Rate,high,0.25%,0.25%,-1
11/6/2020,7:30,USD,Average Hourly Earnings MoM,high,0.10%,0.0%*,1
11/6/2020,7:30,USD,Nonfarm Payrolls,high,510.0k,672.0k*,1
11/6/2020,7:30,USD,Unemployment Rate,high,7.70%,7.90%,-1
11/9/2020,1:00,EUR,German Balance of Trade,high,19.9B,11.9B*,1
11/10/2020,1:00,GBP,Claimant Count Change,high,36.0k,-40.2k*,-1
11/12/2020,1:00,GBP,Manufacturing Production MoM,high,0.80%,0.9%*,1
11/12/2020,1:00,GBP,Manufacturing Production YoY,high,-7.60%,-8.3%*,1
11/12/2020,1:00,GBP,Balance of Trade,high,-1.0B,2.9B*,1
11/12/2020,7:30,USD,Inflation Rate YoY,high,1.50%,1.40%,-1
11/12/2020,7:30,USD,Core Inflation Rate YoY,high,1.80%,1.70%,-1
11/13/2020,7:30,USD,PPI MoM,high,0.20%,0.40%,1
11/17/2020,7:30,USD,Retail Sales MoM,high,0.40%,1.6%*,1
11/17/2020,17:50,JPY,Balance of Trade,high,210.0B,687.8B*,1
11/18/2020,1:00,GBP,Inflation Rate YoY,high,0.70%,0.50%,-1
11/19/2020,17:30,JPY,Inflation Rate YoY,high,-0.20%,0.00%,-1
11/19/2020,18:01,GBP,GfK Consumer Confidence,high,-33,-31,1
11/24/2020,3:00,EUR,German Ifo Business Climate,high,90.1,92.5*,1
11/24/2020,9:00,USD,CB Consumer Confidence,high,97.5,101.4*,1
11/25/2020,7:30,USD,Durable Goods Orders,high,0.80%,2.1%*,1
11/25/2020,9:00,USD,UoM Consumer Sentiment Index,high,77,81.8,1
11/25/2020,9:00,USD,Personal Spending MoM,high,0.50%,1.2%*,1
11/25/2020,9:00,USD,Personal Income,high,0.20%,0.7%*,1
11/26/2020,1:00,EUR,German GfK Consumer Confidence,high,-2,-3.2*,1
11/30/2020,All Day,EUR,Eurogroup Video Conference,high,0,0,0
12/1/2020,23:00,JPY,Consumer Confidence,high,33,33.6,1
12/2/2020,7:15,USD,ADP National Employment Report,high,370.0k,404.0k*,1
12/4/2020,7:30,USD,Average Hourly Earnings MoM,high,0.10%,0.10%,1
12/4/2020,7:30,USD,Balance of Trade,high,-65.0B,-62.1B*,1
12/4/2020,7:30,USD,Unemployment Rate,high,6.80%,6.90%,-1
12/4/2020,7:30,USD,Nonfarm Payrolls,high,500.0k,610.0k*,1
12/9/2020,1:00,EUR,German Balance of Trade,high,23.2B,20.6B*,1
12/10/2020,1:00,GBP,Balance of Trade,high,0.5B,0.6B,1
12/10/2020,1:00,GBP,Manufacturing Production YoY,high,-8.20%,-7.90%,1
12/10/2020,1:00,GBP,Manufacturing Production MoM,high,0.30%,0.20%,1
12/10/2020,7:30,USD,Core Inflation Rate YoY,high,1.60%,1.60%,-1
12/10/2020,7:30,USD,Inflation Rate YoY,high,1.20%,1.20%,-1
12/11/2020,7:30,USD,PPI MoM,high,0.20%,0.30%,1
12/13/2020,17:50,JPY,Tankan Large Manufacturers Index,high,-17,-27,1
12/15/2020,1:00,GBP,Claimant Count Change,high,30.0k,-29.8k,-1
12/15/2020,17:50,JPY,Balance of Trade,high,510.0B,871.7B*,1
12/16/2020,All Day,EUR,Eurogroup Video Conference,high,0,0,0
12/16/2020,1:00,GBP,Inflation Rate YoY,high,0.80%,0.70%,-1
12/16/2020,7:30,USD,Retail Sales MoM,high,-0.30%,-0.1%*,1
12/17/2020,17:30,JPY,Inflation Rate YoY,high,-0.50%,-0.40%,-1
12/17/2020,18:01,GBP,GfK Consumer Confidence,high,-30,-33,1
12/18/2020,3:00,EUR,German Ifo Business Climate,high,90,90.9*,1
